name,community
道琼,1
平台,8
麦克德莫特,8
芯片限制提案,7
联邦《芯片与科学法,4
人工智能技术禁运,7
外国企业,4
罗斯,0
Rain AI,1
阿特曼,1
《 CNBC》,10
中方,0
外国加密货币交易所,9
客户保护措施,9
新任印尼总统,5
上汽集团,63
泰国,63
陈廷芳,5
中国军事能力,0
印度尼西亚,5
黄伟成,2
科塔资本管理公司,52
格尔辛格尔,3
莫里斯·昌,3
英特尔CEO最近离职,2
库尔潘,64
S9处理器封装,64
蒂姆·库尔潘,64
恩菲姆,58
昆仑芯片,2
获取外国芯片的渠道,0
裴利克·李,7
SCMP,7
台积公司(TSM),0
HSBC,62
经济,0
日本股市,5
人工智能(AI)能力,41
联想集团,41
人工智能叙事,1
《日经》,0
中国的芯片技术,0
500K MI30,1
500K MI,1
中国企业云服务提供商,142
传统服务器需求,142
斯科特·贝森特,0
通胀压力,4
富国银行,0
内田康夫,13
市场情绪,0
税收政策,4
关税和税收政策,4
阳基龙,0
科泰管理公司,1
克雷格·伯曼,143
可靠,143
新路透社,144
英特尔复兴,144
伯曼,11
联合国气候变化大会,11
派拉蒙,15
"安
埃隆·马斯克",11
AI 组织,10
野村投信,65
台湾 AI 供应链,65
台股企业获利,65
谢文雄,37
台湾总经走向,37
台股出口,37
TrendForce,145
台湾电子代工业,145
台湾经济基本面,37
川普政策的不确定性,37
拉森戈,3
伯恩斯坦研究公司,6
斯塔西·拉森戈,6
个人电脑市场,3
杰森·黄,8
AI技术,2
藤原忠弘,9
Rapidus,9
日本政府,9
日本企业,9
日美关系,9
苹果更新,1
内部芯片计划,5
彼得·托德,3
Satoshi,3
Jenn Bryce,27
"人工智能
数千",27
HBO,3
贸易集团,146
版权作品,146
安德森森·霍洛维茨,147
创造力,147
Kali Hays,0
《苯津加》,5
中非合作论坛峰会,12
林 Brad,2
日本集团,8
软银集团,8
实现“统一”,12
圣何塞,148
三星代工厂论坛,148
孙正义,38
收购英国ARM,38
Kuo,2
价格上涨,1
人工智能生态系统,1
卡依-福·李,1
创新工场,1
埃迪松·李,4
布劳登曼,4
政府机构,10
罗伯特·梅尔,0
商品价格上涨,0
芯片法案,4
维杰克·拉马斯瓦米,10
“政府效率部门”,10
布赖斯·希尔,4
管理芯片法案,10
库马尔,1
哈什·库马尔,1
布莱恩·库茨,1
派珀·萨兰德,1
台湾积体电路,9
联邦公开市场委员会,42
杰夫·施密德,42
波士顿联邦储备银行,42
苏珊·柯林斯,42
字节跳动,3
Philip Lee,7
中国芯片公司,2
《巴伦,2
芯片设施,0
李·伯·谭,24
Roblox,1
市场需求,2
华为产品,0
德恩,1
货币供应量,1
哈利·德恩,1
华尔街投资者,32
科莱特·克雷西,1
AI-GPU,1
内部竞争,1
唐纳德特朗普,149
收购高通,149
英飞凌技术,6
罗伯特博世,6
彭博智能公司,2
生成型AI市场,2
《摩根街愚人》,11
工业和信息化部,150
中国导弹库存,150
中国监管机构,18
太平洋海底互联网电缆,0
中美紧张局势,18
降低联邦基金利率,13
沙特阿拉伯,7
Phelix Lee,2
中国大陆芯片设计产业,2
台湾积电的更新,2
第三方芯片制造业务,3
拜登-哈里斯政府,4
特朗普于1月宣誓就职,3
数据中心,2
岛谷正春,6
Kyushu大学,6
《日本时报》,4
微芯片技术的创新,6
AI营销创业公司,4
富邦金董事长蔡明兴,151
川普 2.0 时代,151
AI 晶片需求,2
上海航交所,152
欧洲线跌幅,152
《 B,2
先进制造业,7
库普蒂诺公司,66
M5 系列处理器,66
散热性能,66
Harlan Su,153
与AMD的合作,153
沙弗,1
奇𬭎科技,154
液体冷却需求,154
影响,1
迪拜道路和运输管理局,67
赫拉希德,67
节能LED照明,67
Palantir,0
取消电动汽车补贴,10
朱金·波普（特斯拉）,7
维韦克·拉马斯瓦米,10
政府外委员会,10
政府效率,10
特斯拉的政策,10
伯克希尔·哈撒韦集团,5
Mark Liu,0
禁令,9
扩大禁令,9
选举胜利,4
AI系统运行,1
fortunes,7
高通公司(QCOM),1
公司的强劲财务状况,3
印度孟买,1
摇滚明星,1
加拿大新闻出版商,3
魏知效,2
公司的发展机会,11
雷军,7
小米,34
发布时间表延迟,8
克里斯托夫·福克,14
稀土出口禁令,0
稀土矿物禁令,2
唐纳德·特朗普政府,0
限制人工智能芯片出口,0
合作伙伴关系,11
Pegasus计划,11
《wired》,155
通货膨胀,155
霍德,11
贾西,11
Q1电话会议,11
亚马逊的Q3电话会议,11
安迪·贾西,1
英特尔的PC设计部门,3
克里斯坦·安蒙,156
英特尔的谈判,156
鲍勃·奥唐奈尔,3
智能手机市场,7
吴宗文,7
AI革命,8
马可·鲁比奥,0
鲁比奥,0
迈克·瓦尔兹,0
美日联盟,0
CPU禁令,0
岸田文雄,6
日本等亚洲国家,4
佛罗里达州共和党,0
ASML控股公司,6
台积,0
史蒂夫·乔布斯,10
XAI,10
Siri的AI改革,10
国内税收收入,0
拜登-哈里斯,4
对国内科技研究的投资,4
鹿儿岛,9
JASM工厂,9
Katsuya,157
细川忠政,157
用水需求,9
鹿儿岛市,9
地下水条件,9
杉田,9
自然资源的局限性,9
鹿儿岛城,9
鹿儿岛县两次大地震,9
鹿儿岛县,9
本国芯片制造业,9
JASM,2
九州金融集团,9
财报电话会议,1
提高墨西哥关税,2
墨西哥关税,2
不对市场传言,7
纽约,12
其EUV产能,2
AI计算,59
Gelsinger,3
英特尔代工业务,3
产量率报告,3
总统竞选胜利,4
总统竞选,4
贾森·黄,10
CUDA编程模型,1
《摩根俱乐部》,68
安谋,68
数据中心运营商,1
安东尼·迪皮乔兹,68
乔尼·伊夫,2
随机投资策略,2
收购英国Arm,38
基础设施和平台服务,0
人工智能对创意产业,1
Fugatto,1
创意产业,1
AI模型,0
Meta,5
AI和CPU的禁令,0
迈克·沃尔茨,0
石原茂次郎,2
恩焰科技,58
外国芯片的获取,0
Vaneck ETF,2
国内芯片制造能力计划,0
运营商,1
得克萨斯州,158
Vistra,158
中国的军事能力,1
经济部发言人,6
德国政府,6
马格德堡计划,3
奥莎·王,3
太阳能产业,12
国内芯片生产,0
柳翰刚,159
《芯战》,159
赖清德政府,0
股市抛售,0
芯片出口,0
对AI和CPU的禁令,0
迈克·瓦尔茨,0
《时报》,160
日本首相石破茂,160
印度电信业者,161
康全,161
中华队夺冠,49
「800G ZR」,49
普京,162
俄乌战争,162
徐照兴,49
徐老师,49
思普戈,3
打车服务,38
联邦《芯片法案》,4
AI 专用GPU,8
生产,0
纳斯达克股票交易所,69
退市,69
信息可靠性,69
Supermi,1
华盛顿红皮人队,4
石原伸晃,7
日本首相石原伸晃,4
CUDA 编程模型,1
亚利桑那项目,0
AI-GPUs,1
工人,6
没有这项法律，审查,6
德克萨斯州,3
社区,6
环保主义者,163
这些工厂,163
塞拉俱乐部,6
亚利桑那州钱德勒,6
AI的投资支出,11
AVGO股票,6
NXPI股票,6
苹果（AAPL）,8
英飞凌科技,6
罗伯特·博世有限公司,6
AVGO,6
维韦克·阿亚,4
ASML控股,6
Siebel,3
Copilot,11
Rao,164
LLMs,164
Siebel的观点,3
股价上涨,7
中央处理器（CPU）,1
云服务,1
太空卫星议题,2
富豪马斯克,165
松绑太空火箭发展,165
富邦科技,2
NVIDIA的销售,0
GPU产量配额,15
Oracle,15
对中国芯片销售的限制,4
黄,166
领导团队的大规模聚会,166
黄自,8
布罗克利赫斯特,5
NeMo微服务,1
AI数据中心建设,1
市场的动荡,3
极紫外光刻机,0
桥水基金,1
C. C. Wei,2
大规模重组,3
内存业务,5
自主硅片开发,1
芯片限制,0
Lisa Su,8
MediaTek,2
丹·伊夫斯,11
人工智能内存芯片,1
人工智能内存芯片认证,1
设备出口,7
前总统,1
苏丽莎,8
新工厂,6
英特尔股票,0
黄文德,3
第三季度业绩,3
AI GPU的规模,5
人工智能革命,8
城堡投资,8
城堡投资的对冲基金,8
英特尔设计公司,5
中国商务部发言人,0
国际贸易秩序和规则,0
中国的技术增长,7
斯科夫,0
国际贸易秩序和规则”,0
贸易紧张局势,3
技术,3
国内先进芯片的生产,7
国内先进芯片的生产量,7
吴诚文,7
佛罗里达州,5
特朗普获胜,167
中国股市,167
石原伸介,2
法国,3
Mistral AI,3
优步(Uber),38
阿提夫·马利克,8
伊夫斯,0
苹果计划,0
萨科纳吉,5
马利克,5
托尼·萨科纳吉,5
Llama 4,11
Ellison,11
访问,0
中国对台湾,0
台湾民主政府,168
军事活动,168
台湾总统办公室,4
夏威夷,4
南希·佩洛西,5
希腊,169
6天工作周,169
与台湾的“统一”,12
Lori Huang,1
马修·哈里根,170
Sirius XM,170
向前拆分,3
罗森布雷,1
国内高端芯片制造,7
克里斯托夫·福科,0
贸易限制,7
罗根,7
彭博商业周刊,4
芯片法,4
胜利,4
基金艾略特管理公司,16
人工智能“泡沫”,16
实施芯片限制,0
台股,171
高价股,171
SMIC,0
5G功能,3
广达,21
AI 题材,21
三大法人,21
和硕,21
纬颖,21
纬创,21
英业达,21
晟铭电,19
机壳族群,19
健策,19
散热族群,19
AI 伺服器,19
双鸿,19
奇𬭎,19
Sam Altman,1
华为技术公司,0
本地 AI 芯片,0
杰恩森·霍恩,172
假新闻,172
亚利桑那州皮奥里亚,9
科技行业,13
新特朗普政府,70
实行关税,70
人工智能芯片出口,7
可能实行关税,70
奈飞公司摩根大通,173
2025年收入增长,173
高盛集团,71
埃多阿尔多·拉瓦,71
马尔科·帕塞托,71
伊莱克斯管理公司,16
伊莱克斯,16
AI能力,15
争夺AI霸权之战,15
卡罗尔·舍利,1
CHIPS法案交易,7
“主权AI”,1
AI开发,1
瑞银,0
安迪·雅西,11
AI方面的支出,11
资本支出,11
全球供应链中断,5
订阅服务,5
Spotify,10
欧洲联盟,83
网络安全实践,83
加利福尼亚州,5
青少年的健康问题,5
动视暴雪,11
加密系统,4
第9巡回上诉法院,5
詹姆斯·唐托,5
Snapchat,4
Epic诉谷歌案,5
纽约州,6
其云游戏能力,11
巴克莱银行,2
发展本地 AI 芯片,0
马科·鲁比奥,0
孟买,1
穆克什·安巴尼,1
达 GPU,12
香港,0
全球需求,6
ASE集团,6
埃尔比特系统公司,174
‘铁束’项目,174
自制芯片组,3
华为技术,0
中国的地位,4
伊利亚·苏斯克维克,175
传统AI扩展方法,175
IBM,6
当地芯片生产,0
黑韦尔产量,1
《南华早报》,1
Ascend芯片系列,0
AI工厂,1
华盛顿特区,1
AI峰会,1
Gaudi 3,5
AI时代,1
克里斯·摩里斯,176
沃尔玛,176
约翰·埃尔坎,7
政治报复,7
卡洛斯·塔瓦雷斯,7
尼拉杰·阿格加瓦尔,72
TED演讲,72
艾丽卡·米哈埃利,177
里奇·艾森,177
里德·霍夫曼,7
阿格加瓦尔,72
詹姆斯·唐纳托,5
塞西恩·布贝克,51
ChatGPT,51
Android 15,5
加利福尼亚州地方法院,5
对冲基金,8
中国共产党,178
自治民主,178
台湾国科会,179
吴政忠,179
即将上任的政府,1
SemiWiki论坛,2
纳斯达克交易所,180
超级微,180
芯片的制造能力,1
社会并革命化经济,32
5G革命,3
设备更换周期,3
AI解决方案,3
伊朗石油设施,8
联邦CHIP,4
先进封装产能,2
吉姆·克ramer,6
比特币,0
加密货币价值,13
新黑尔沃平台,1
Gartner,26
用户体验,26
李·布·坦,3
欧盟最高法院欧盟法院,3
俄亥俄州利克辛县,181
合同芯片制造业务,181
区域研究项目,3
欧盟委员会,3
黑韦尔的生产,3
掩膜更换,1
资金,1
黑韦尔,3
国际贸易秩序,0
Schouf,0
ASMNL公司,0
中国技术增长,7
马里兰州罗克维尔,182
Ceva,182
台湾公司,0
人工智能营销初创公司,4
芯片融资,0
芯片制造,1
Doug Kass,73
辉达股价,73
阮慕骅,183
辉达的财务表现,183
Kass,73
CES会议,1
RTX 50系列芯片,1
AI机器人应用,1
Jackson,1
Lipacis,1
总统特朗普,1
CHIPS激励计划,4
硅工业精密工业公司,6
区域市场的增长,4
设备的效率,6
开发3D芯片封装,3
极紫外光刻技术,0
林丽君,7
台湾新北市,2
中国网络安全部门,3
凯伦·弗雷菲尔德,1
拜登规定,1
内德·芬克尔,1
杰米·弗雷德,1
新出台的拜登规定,0
芬克尔,0
全球人工智能芯片出口,0
克里斯·桑德斯,12
Jim Keller,1
北美,4
AI需求,0
出口管制的使用力度,0
QCi代工厂,0
巴伦,2
Tim Beyers,30
Dylan,30
Tim,30
安迪·杰西,30
业务的成本结构,30
下一代内存芯片的交付,1
道琼斯指数公司,1
人工智能芯片市场,1
大规模的 AI 投资,1
中国商务部,45
新规,45
杰克·沙利文,4
AMD公司,0
来自中国,4
中国实体,7
QCi代工,0
NVDA股票,5
科特勒管理公司,1
圣克拉拉,184
人工智能（AI）革命,184
星巴克(SBUX),185
复苏业务,185
对高端技术出口的限制,0
吴志文,7
下一代内存芯片,1
交易员,0
加密货币,0
顺盛,3
林恩伊,22
美台伙伴关系,22
APEC领导人会议,22
就业机会,6
丹尼尔·克里登布林克,22
林建恩,12
秘鲁,22
安东尼·布林肯,22
军事活动对现状,12
布林肯,22
关系,0
国内芯片制造能力,0
约翰·里佐,1
B200芯片,1
青少年的心理健康问题,5
网络安全措施,83
Clark Tang,1
知名YouTuber,186
他祖母,186
热门YouTuber,43
他的祖母,43
YouTuber,43
心房颤动,43
苏丽,11
AI交易,11
CEO苏丽,11
所有的支出,11
黄 Jensen,11
Elliott,16
D. E. Shaw,3
对Broadcom,3
崔泰源,1
SK集团,1
HBM存储系统需求,1
乔丹·克莱恩,0
公共资金问题,0
电力需求,2
中国芯片技术发展,6
骁龙8 Gen 4,15
德鲁肯米勒,7
科塔韦管理公司,74
斯坦利·德鲁肯米勒,74
叶一帆,1
销售额,1
韩国政策制定者,187
市场份额,187
封装业务回流,0
亚马逊公司,188
AI开发工具,188
富瑞,0
晶片实施出口限制,0
对华为,0
福凯,14
芯片需求下降,14
纳维塔斯,8
其流通股数量,8
埃德·伊格尔金斯基,1
AI技能培训项目,11
全球贸易政策,0
AI成本,50
苹果人工智能,5
克里斯托夫·福奎,14
福奎,14
郭,14
彭博科技峰会,14
政策变化,6
英伟多,6
约瑟夫·穆尔,1
于伊齐,2
新出口管制措施,0
Son,1
新德里,8
蔡锦岳,8
全球供应链,12
芯片激励计划,12
任天堂,0
上分辨率技术,0
AI辅助上分辨率功能,0
Schafer,1
微芯片制造设施,0
Mark Kelly,0
莫塞斯曼,1
应用材料管理层,1
需求环境,1
纳维塔,8
杰西·利文森,10
旧金山,189
GitHub年度会议,189
奥利维亚·威尔德,7
中国芯片进步,14
中国芯片技术进步,14
尼日经济日报,5
拉乌莉·李,5
印尼,9
东南亚,9
荷兰政府,0
中国出口,0
贸易争端,0
不断升级的贸易争端,0
ASML光刻,4
莫塞曼,1
台湾交通部,190
高速铁路服务,190
总统赖清德,0
民众,0
中央气象局,25
台风,25
台风警报程序,25
植瑞浩,0
《日经新闻》,0
中国的芯片能力,0
中国消费芯片生产,0
石岛宏,0
陈南翔,75
能力,75
行业影响,75
瑞士,191
21%,191
芯片禁令,0
年销售额增长,1
AI硬件市场,1
杜克内家族办公室,74
苹果智能,5
计算机芯片制造,0
2.4%,9
金砖国家领导人峰会,10
国际能源署（IEA）,4
金砖国家,10
基特里塔·纳兰邦,192
政治压力,192
国际货币基金组织,10
90万桶/日,4
布巴内斯瓦尔,193
古尔辛·库尔,193
陈智ncy明-琪,14
Synovus Tr,3
CoWoS-L的需求,8
吉姆·克拉默,1
詹森·霍克,194
分析师,194
贝丝·肯迪格,1
利率下降,5
Blackwe,1
Susan Li,195
基础设施开支,195
国防部,4
台湾中央气象局,25
高美,25
汉光军事演习,4
江文晏,196
台风高美,196
福建省东南部,25
G42,0
司法部,11
G42的业务往来,0
人工智能用例,1
国内芯片产量,7
荷兰芯片制造商,0
2025年展望,0
“晶圆上系统-X”,2
AI性能,3
电源管理,3
生产率,8
康迪和Crame,1
国内生产水平,4
陈其迈,2
2纳米厂进机典礼,2
中国军事公司,0
黄伟森,1
库里斯,1
布莱恩·库奇,8
奈德·芬克尔,0
拜登政府规则,0
全球创新和经济增长,0
卡伦·弗里菲尔德,12
达里奥,29
东京官员,0
东京,0
若东京,0
东京电子公司,0
日本官员,9
丰田汽车,9
丰田,9
新芯片园区,9
中国高级官员,0
限制第二大经济体,0
日方官员,0
中国威胁若东京,0
数据中心生态系统,1
美法,4
共和党全国委员会,1
总统拜登,1
企业所得税减免政策,1
现实,5
美中贸易,3
对英特尔的调查,3
中国的网络安全协会,3
欧洲央行,0
马尔克·里帕西,33
乔恩·莫厄尔,33
PC客户端细分市场,1
选民,4
反垄断诉讼,0
唐·克拉克克,4
唐·克拉克,3
安娜·斯万森,7
英特尔芯片补贴,7
史蒂夫·洛赫,4
保罗·莫兹厄,7
特里普·米克尔,7
特朗普的关税,0
亚历山德拉·斯蒂文森,7
经济安全,9
费拉古,11
特朗普竞选团队,2
哈里斯加,2
广告技术市场,0
共和党参议院,4
关税计划,4
实施高关税,4
并购,11
马特·弗兰凯,76
《魔力之友》,76
图形处理器（GPU）,1
佐治亚州,197
Publix超级市场,197
伯克希尔哈撒韦,76
苏珊娜·斯特雷特,3
高质量充分就业,12
伊朗最高领袖,8
哈梅内,8
道达尔集团,0
英国财政大臣,198
举债力度,198
财政刺激计划,0
花旗,199
特朗普胜选,199
总统大选投票日,0
民党,9
日本政局,9
中国股市高盛,0
敌人,8
中国人民银行,77
买断式逆回购,77
总统大选投,0
自民党,9
彼得·蒂尔,4
联邦赤字,10
马克斯·扎克伯格,10
狗狗币,10
联邦赤字的影响,10
过热问题,1
开发进度,1
杰西·利弗莫尔,1
股价的上涨,1
高通（QCOM）,1
英特尔（INTC）,1
Amy Hood,10
台湾和德国官员,6
罗杰·摩尔,200
Switch销售预期,200
稻本昭文,201
TIE联盟,201
联邦贸易委员会,11
威廉·海利,11
《大众理财顾问》,11
约翰·麦基,11
巴伦杂志,11
阿里巴巴集团,11
对美贸易紧张关系,6
史蒂夫·乔布,5
东京电子有限公司,23
此措施,23
阿斯麦有限公司,23
新的限制措施,23
股东们,10
特拉华州法院,202
薪酬批准,202
天风国际分析师郭明𫓹,203
上诠,203
清水洋治,0
中国的技术创新,0
彼得·科汉,78
津斯纳,78
丽尔·埃斯特拉达,78
格雷格·麦克凯纳,204
《CFO每日》,204
弗兰克·耶利,3
其云业务,5
格伦维视资产管理公司,205
CVS健康,205
罗伯特·派维克,1
奥斯坦·古尔斯比,13
罗伯特·帕维尔,1
市场科技股上涨,1
芝加哥联邦储备银行,206
奥斯坦·古尔斯,206
特朗普内阁,1
放宽对中国市场的禁运,6
Hopper GPU,0
布莱恩·库斯蒂,1
中国官员,0
本土企业,0
旧金山年度云大会,26
拜登政府官员,4
欧盟官员,4
内德·费克林,0
泰德·克鲁兹,7
民主党政府,4
新规定,4
中美贸易政策,7
罗得岛州,207
奥布赖恩,207
约翰·纽佛,0
JPMorgan,5
1999年上市,1
洛丽·黄,1
AI 总览,26
斯万,3
雷内·哈斯,208
Arm完成了IPO,208
高带宽存储器,20
Barrett,2
巴塞罗那足球俱乐部,209
EBC,209
国内经济增长,0
商务部发言人,0
加强出口管制,6
Expedia集团,210
2020年COVID,210
卓伊,3
日本银行,0
迈克尔·哈滕内特,5
华尔街,3
罗伯特·帕维克,1
达科他财富公司,1
特朗普内阁任命,1
帕维克,1
洛克希德,15
旗舰级晶片,3
天玑 9400 系列,3
天玑 9300,3
天玑 9500 系列,3
马克·库班,211
电视未来演变,211
蔡希奇,4
全面实施进口关税,4
黄耀民,4
水利署,212
干旱,212
水资源限制措施,8
芯片制造中心,8
对华出口限制,0
“高质量发展”,12
广汽Aion,63
共产党,213
第三次全会,213
克里斯托弗·沃勒,2
现房销售更新,0
美联储官员,13
经济复苏,12
共产党第三次全会,0
经济学教授,10
EUV层的数量,48
EUV,48
澳门,0
共和政府,4
伟达,7
蕾切尔·里维斯,6
施米德,79
降低利率,79
米歇尔·鲍曼,214
上月的利率下调,214
杰夫·施米德,79
暂停购买国债,77
索尼,3
AI硬件专家,1
伍德,10
国政府,7
娜特莉·奎廉,0
唐纳·特拉弗斯,3
思科投资,1
AI投资基金,1
通胀反弹,13
证券交易委员会,10
Zepbound,0
蒂姆·温特沃斯,10
瓦克里斯,14
销售,13
Ozempic,0
沃尔格林,13
伦·瓦克里斯,14
克里斯坦诺·阿蒙,6
3纳米芯片,2
高盛全球研究部,1
商务部官员,1
工业与安全局,1
《使命召唤》,7
蒂姆·贝尔斯,17
里基·穆尔维,17
布莱克威尔系统,17
量子计算,17
《智慧投资者》,17
CEO乔治·库尔兹,17
网络安全社区,17
癌症登月计划,7
. 蒂姆·贝尔斯,17
7.4级地震,2
埃德·康威,31
技术供应链,31
斯普鲁斯·比恩镇矿场,31
斯普鲁斯·比恩镇,31
建筑物、道路和桥梁,31
唐纳德·特朗普的胜利,0
芯片制造商的主导地位,7
“政府效率部”,10
墨西哥运营,4
Intel制造质量,5
江仁龙,0
全面进口关税,4
贸易政策,0
日本日本,215
日元,215
褐皮书,13
高端芯片对华出口限制,0
台湾积体电路制造,8
可再生能源供应,4
弗雷德·卡利讲席教授,0
德累斯顿,216
捷克共和国,216
德累斯顿工厂,6
Netflix,217
数字广告业务,217
GPU市场,3
Jim·克ramer,5
服务时间,1
保守派,11
米勒,8
李光耀,54
Paik June,218
发布RNGD,218
FuriosaAI,6
加州圣克拉拉,6
Qualcomm,6
马克·贝尼奥夫,11
霍尔,1
《纽约邮报》,1
人工智能成本,0
反垄断审查,0
弗朗西斯科·维拉塞克,219
Quartz,219
蒂姆·温特沃思,10
布鲁斯·吉尔,0
Wegovy,0
IEEE,80
约翰·鲍尔斯教授,80
威廉·王教授,80
罢免盖尔辛格,1
延迟,1
奥利·琼斯,6
Sondrel,6
安永,220
管理层治理和透明度,220
Harris,221
微软到亚马逊,221
B轮融资,0
A轮融资,5
Skyquest,7
詹姆斯·多纳托,5
马克·古尔曼,5
特朗普整个关税计划,0
古尔曼,5
关税豁免,5
关税提议,4
苹果新政府,10
美联储降息,222
消费者行为,222
pacis,1
阿哈迈德·库韦蒂,44
我们,44
库韦蒂,44
阿美,44
亚瑟尔·鲁迈延,223
沙特主权财富基金,223
汤姆·西尔,224
壳牌,224
萨姆塔·卡普尔,225
产量的最佳钻井速度,225
Mobilint,8
REGULUS,8
Andrew Ng,8
申洞周,8
布莱恩·库斯,1
中美科技战,9
Fire,12
史蒂芬·斯奎里,0
AI活动,2
ESPN和播客服务,6
平均售价内容的增长,1
AI CPU,3
AI增强功能,3
移动计算能力,3
人工智能芯片行业,9
中国当局,12
乔瑟夫·莫尔,1
弗雷斯特研究所,1
台湾外汇监管机构,226
资本外流,226
志圣,81
买回库藏股措施,81
员工,81
新政策,45
人工智能行业成长,3
北京的技术进步,0
对芯片的管控措施,2
内华达州拉斯维加斯,4
消费电子展（CES）,4
全球竞争力,6
记者,2
约翰·内弗,0
《开放人工智能》,4
国际贸易规则,45
萨姆·阿尔特曼,51
阿拉伯联合酋长国,227
MGX,227
Bain & Co.,228
东南亚经济,228
人工智能（AI）应用,2
陈其迈市长,2
印度新闻通讯社,39
CXS,39
UCIe 合作组织,229
成员们,229
CHI-C2C,39
AXI-4,39
AXI-S,39
李约翰,230
Ansys,230
CDC,0
全球贸易,0
普遍关税计划,0
大卫·泰珀,231
阿普拉洛萨管理公司,231
Azure的增长,11
Blackwell卡,1
纬创资通董事长,232
Zettabyte,232
Lin Simon,233
全新人工智能数据中心,233
丹尼尔·埃夫斯,4
人工智能增强功能,5
人工智能投资基金,1
卡西·伍德,10
将x86,1
台积公司(Scmp),234
扩大的禁令,234
中国大陆的芯片设计业,1
德国慕尼黑,235
机器人研究,235
特朗普白宫,3
国内科技研究的投资,4
国内税收入,0
AnandTech,2
桑杰·梅霍拉特,236
Micron,236
官帕特·盖尔辛格,237
芯片制造商,237
詹森·霍顿,51
对中国技术的控制,0
新合同和成本削减,3
亨特·拜登,7
蓝领工人,4
霍华德·卢特尼克,0
国务院,238
乌克兰公司,238
人工智能工业革命,9
抵制活动,10
印尼网络攻击,9
新华社,12
宋正华,82
三星挣扎三星,82
克里斯蒂安·戴维斯,2
“能源革命”,12
能源革命”,12
创新驱动发展战略,12
稀土机会,12
邓小平,82
人工智能繁荣,4
贸易关税,4
理查德·弗莱克斯,13
路易·威登集团,6
Etched.ai,5
三菱UFJ金融集团,5
内地网民,34
外媒,0
小米（1810）,34
《北京卫视》,34
唐建国,34
